-937.506,-1.00781,44.75
-966.377,-340.879,37.5
-655.09,-345.758,34.625
-608.274,-148.921,38.875
-686.672,-97.0156,37.75
-683.387,-56.2578,37.75
-319.238,109.908,67.25
-203.512,-49.0039,50.5
-336.797,-283.617,31.875
-882.793,-299.078,39.375
-1384.27,-190.883,46.5
-1359.42,-356.084,36.5
-1418.26,-540.476,31.125
-1754.88,-326.724,45.75
-1730.7,-446.078,42.375
-1755.11,-417.312,43.375
-1893.02,-428.504,45.875
-1854.01,-420.838,45.375
-1500.79,-442.203,35.625
-1563.73,-317.805,47.125
-1922.85,-369.188,48.875
-1934.26,-227.254,35.875
-1596.92,-103.282,57.625
-1586.24,-391.398,43.75
-500.676,-74.8379,39.125
-736.673,74.4688,54.75
-1335.02,-75.7226,49.5
-1428.34,-130.768,49.5
-1311.76,-368.758,36.5
-1138.71,-295.34,37.5
-1126.89,243.418,65.625
-1421.59,268.328,60.5
-1601.91,222.844,59.125
-1637.51,202.246,60.5
-1688.51,12.1074,64.5
-1688.01,277.332,61.75
-1582.68,-298.592,49.25
-1391.01,-83.5117,52.5
-1607.18,-562.42,34.125
-1737.03,-473.719,40.25
-1346.6,-38.0078,50.75
-1310.01,-532.803,32.75
-1581.41,-300.805,49.125
-1489.94,-146.699,52
-1459.57,-272.766,47.625
-899.172,255.486,70.625
-992.062,-241.125,37.5
-650.363,-447.117,34.625
-1008.14,-305.928,37.75
-1051.06,-416.545,39.5
-1933.76,-438.768,28.25
-1654.22,-314.803,50.375
-1412.51,-547.016,30.625
-1414.51,-430.816,36
-1397.02,-276.99,43.25
-1499.91,-285.668,49.5
-1270.72,240.971,61.125
-1568.51,250.156,58.875
-388.006,-226.836,36.125
-5.00781,-249.836,46.75
234.23,-700.188,36.125
107.354,-503.457,43.125
679.344,-397.821,41.5
379.852,-261.754,53.75
283.383,-263.203,54
175.992,-216.896,54
327.379,-290.937,53.75
103.988,-322.602,45.625
330.898,-778.902,29.25
-54.1719,-963.516,29.25
75.9219,-602.832,44
124.492,-51.5117,67.5
82.7461,-583.277,43.875
260.637,-170.712,59.25
295.496,-360.762,45.125
112.434,-598.851,44
161.396,-671.406,42.625
171.205,-1618.51,29.25
-294.672,-1287.34,30.875
-207.957,-1050.76,29.25
-242.766,-956.516,31
-155.757,-752.898,33.5
100.328,-1066.01,29.25
54.0781,-963.602,29.25
-251.23,-1009.94,29
-398.641,-1137.49,29.5
-245.559,-998.686,29
-362.991,-861.633,31.375
-557.988,-700.023,33
-528.891,-643.532,33.125
55.8301,-766.051,44
-540.059,-106.949,39.375
-182.441,-669.646,34
-331.172,-175.495,39
-552.312,-227.781,37.5
-397.468,-58.7891,44.875
-904.438,-105.863,37.875
-821.012,-325.008,37.25
-594.008,-330.672,34.75
-946.516,-496.344,36.625
-936.906,-295.303,39.25
-544.609,-307.406,35
-633.328,-315.572,34.75
-415.606,-51.7773,44.625
-579.308,-390.688,34.75
-598.008,-383.188,34.75
-164.973,-343.207,34.5
285.164,-464.168,43
-386.336,-20.5117,46.75
-760.906,162.797,67.125
-1002.84,-327.008,37.625
-885.266,-76.082,37.625
-819.379,8.99219,42.5
-1199.02,-89.5859,41.125
-1306.42,-371.047,36.5
-933.838,-55.0078,39.625
-1705.19,254.535,62.25
-1193.92,-140.336,40.125
-1088.93,-374.273,36.625
-1799.72,-279.668,42.625
-1375.57,-198.031,45.375
-1799.67,-538.008,31.875
-1454.01,81.375,52.25
-1406.42,-147.254,47.625
-1633.07,-40.7422,59.25
-1389.61,-585.007,30
-1522.07,-459.164,35.25
-1463.71,-210.791,49
-1349.71,-348.277,36.5
-1052.38,-251.133,37.75
-1344.46,-75.5469,50.125
-1070.93,-189.09,37.75
-1214.42,-445.936,33.5
-1215.91,-319.613,37.5
-935.828,-362.262,38.75
-743.609,-107.707,37.75
-617.594,-277.094,38.75
-652.215,-451.609,34.75
-631.594,-244.32,38.125
-655.09,-345.758,34.625
-644.633,-127.344,37.75
-474.648,-135.312,38.625
-588.578,-225.254,36.5
-650.188,-503.68,34.625
-652.852,-728.661,27.625
-541.508,-735.512,32.75
-214.855,-1039.84,30
79.7422,-1103.51,29.25
16.8027,-1480.02,30.125
-191.303,-1604.5,34
-11.9531,-1470.44,30.5
371.375,-1776.95,29.125
421.496,-1799.5,28.375
221.496,-1637.09,29.125
121.953,-1647.26,29.25
252.246,-1718.26,29.125
-147.572,-1574.58,34.375
34.0312,-1561.68,29.25
198.094,-1440.51,29.25
522.832,-1711.53,29.125
575.367,-1569.13,28.375
374.156,-1580.92,29.25
370.164,-1714.51,29.25
225.148,-1584.84,29.25
428.305,-1784.21,28.625
271.342,-1694.57,29.125
323.678,-1603.3,32.5
-119.277,-1260.21,29.25
-87.0811,-1243.71,29
-242.805,-683.703,33.125
-170.008,-675.168,34.25
-126.379,-783.383,32.625
-274.676,-679.094,33.25
-294.289,-642.148,33
-242.008,-808.006,30.75
-87.8047,-669.406,35.375
52.7539,-660.808,44
94.4385,-675.359,44
314.27,-728.305,29.25
193.195,-708.797,47
81.1934,-749.502,45.625
78.7988,-1031,29.25
111.062,-1138.85,29.25
98.1914,-807.109,31.25
229.414,-818.879,30.25
-130.508,-783.004,32.5
299.242,-1290.13,30.25
161.234,-1356.26,29.25
206.076,-1357.25,29.25
193.141,-900.454,31
137.703,-719.795,47
-70.6973,-628.848,36.25
-155.102,-853.711,30
-189.292,-531.65,34.5
45.3164,-301.418,47.375
-68.873,-496.838,40.25
-51.5078,-462.914,40.25
57.1709,-654.867,44
-285.441,-679.938,33.25
-58.0039,-483.508,40.25
-263.344,-225.516,36.25
-293.512,-49.0039,48.75
-425.859,-17.0234,46.125
-568.016,-25.3359,43.75
-659.846,60.1572,44.875
-534.821,145.156,63.125
-473.711,24.4961,45.25
-500.008,28.332,44.75
-400.938,137.498,65.25
-588.344,142.992,60.75
-300.504,-136.016,43.5
-591.343,-299.2,35
-368.943,-334.765,31.625
-512.23,-245.515,35.5
-767.54,-151.25,37.375
-816.949,-38.4414,37.75
-452.836,116.816,64.375
-160.676,-64.8379,53.375
-181.219,-52.9375,51.875
-365.016,-217.52,36.75
-367.141,9.26465,46.75
-441.672,-101.352,39.625
-689.008,-31.0078,37.875
-596.316,-114.96,42.5
-526.629,-131.629,38.75
-459.273,-161.516,37.875
-400.938,137.498,65.25
-183.464,128.281,69.75
-170.008,-57.1406,52.625
